# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "gene_id" "-O" "-s" "2" "-J" "-R" "BAM" "-M" "--fraction" "-G" "data/00ref/MG1655.fna" "-T" "16" "-a" "data/00ref/MG1655_LF82_RS00415.gtf" "-o" "results/05counts/read_counts" "results/03map_reads/SRR22989389.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989391.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989390.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989392.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989396.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989394.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989398.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989395.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989399.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989400.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989397.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989393.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/03map_reads/SRR22989389.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989391.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989390.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989392.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989396.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989394.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989398.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989395.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989399.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989400.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989397.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989393.Aligned.sortedByCoord.out.bam
b4435	NC_000913.3	2071317	2071511	+	195	0.50	0	0.07	0.35	3.11	3.30	4.30	0.10	5.17	4.95	3.79	13.20
b2000	NC_000913.3	2071539	2074658	+	3120	21.73	8.91	13.57	26.55	42.03	20.98	135.19	33.35	75.17	59.45	55.29	137.24
b2001	NC_000913.3	2074779	2076311	+	1533	11.10	11.45	8.83	15.65	10.29	14.15	23.76	12.46	16.17	17.96	28.48	43.54
b2002	NC_000913.3	2076308	2076754	+	447	3.26	3.75	3.73	4.12	7.03	3.45	9.72	3.16	9.03	7.97	8.01	13.32
b2003	NC_000913.3	2076817	2077038	+	222	0.81	4.50	0.20	0.57	0	0.73	2.42	0	0.50	0.77	0.82	0.71
b2004	NC_000913.3	2077112	2077480	+	369	1.70	0.12	1.45	0.47	1.30	0	2.07	1.35	3.32	1.46	3.73	0.91
b2005	NC_000913.3	2077569	2077943	+	375	0.20	0.50	0.50	0.17	0.50	0	0	0.79	1	0.89	1	1
b2006	NC_000913.3	2077940	2078134	+	195	12.21	6.33	16.58	18	8.50	16.11	9	4	12.94	10.26	5.46	23.67
b4642	NC_000913.3	2078549	2078677	-	129	17.25	2	7	5.17	2	1	7	6.25	17.54	8.29	10.62	5
b4538	NC_000913.3	2078575	2078931	+	357	6.32	5.27	3.50	3.78	2.58	4.32	3.83	5.21	5.32	7.57	8.10	9
b2007	NC_000913.3	2079032	2079361	-	330	464.99	250.58	265.02	289.94	403.89	284.04	464.40	361.84	454.78	414.37	577.97	423.67
b4818	NC_000913.3	2079427	2079477	-	51	6.12	4	5	15.50	11.50	12.50	17	7	10.25	17	4.14	15
b2008	NC_000913.3	2079533	2080591	-	1059	38.78	16.94	34.39	43.01	45.12	63.13	91.56	55.32	75.99	81.86	77.93	82.69
b2009	NC_000913.3	2080789	2081262	-	474	12.51	7.72	7.31	16.23	10.51	28.92	26.74	13.30	17.48	22.58	13.92	35.54
b2010	NC_000913.3	2081381	2082547	-	1167	26.70	19.79	26.03	30.44	21.28	30.39	37.05	19.20	38.53	46.53	34.47	33.30
b2011	NC_000913.3	2082756	2084183	+	1428	90.78	52.04	68.32	129.41	87.97	133.08	150.82	95.64	133.59	151.09	152.71	188.73
b2012	NC_000913.3	2084226	2084453	-	228	72.70	13.60	23.25	47.46	15	60.50	29.58	10.40	54.50	23.58	36.00	43.40
b2013	NC_000913.3	2084467	2085525	-	1059	85.30	30.06	30.85	58.04	18.95	53.81	34.41	22.75	23.33	26.50	31.33	49.35
b2014	NC_000913.3	2085704	2087062	-	1359	1267.52	572.38	894.88	998.09	2050.16	1074.95	3434.80	2208.03	2864.35	3131.62	3012.08	1540.62
b4678	NC_000913.3	2087052	2087114	-	63	51.28	31.50	34.17	40.61	116	51.56	142.62	109.50	124.90	147.58	163.10	84.75
b2015	NC_000913.3	2087329	2088258	-	930	74.41	35.42	45.68	205.06	63.13	183.24	104.51	107.60	121.04	158.55	117.69	266.87
b2016	NC_000913.3	2088304	2089128	-	825	65.17	42.69	55.96	221.41	79.33	161.60	161.08	120.73	173.62	168.65	126.99	248.07
b4539	NC_000913.3	2089211	2089465	-	255	30.06	15.29	17.50	30.14	38.98	40.91	47.38	23.76	49.58	48.45	60.09	56.29
b2017	NC_000913.3	2089462	2089713	-	252	44.17	16.74	28.78	52.81	30.69	50.25	48.86	28.77	56.78	61.39	52.06	60.22
b2018	NC_000913.3	2089996	2090046	+	51	18	4	9	20.90	28.33	35.14	57.50	8	88.12	53.83	35.46	50.33
b2019	NC_000913.3	2090192	2091091	+	900	53.88	25.50	47.52	103.74	34.73	92.25	97.49	47.52	129.97	148.48	63.74	178.37
b2020	NC_000913.3	2091097	2092401	+	1305	51.93	33.20	42.05	134.22	52.38	136.51	115.67	61.54	125.91	104.42	99.01	228.74
b2021	NC_000913.3	2092398	2093468	+	1071	32.23	20.16	15.99	67.32	34.28	75.55	97.36	19.07	62.56	82.10	45.95	107.55
b2022	NC_000913.3	2093468	2094535	+	1068	60.84	24	35.78	106.31	68.68	151.07	121.34	71.67	138.77	131.97	93.76	203.09
b2023	NC_000913.3	2094535	2095125	+	591	29.17	9.21	14.72	41.86	34.95	52.11	56.40	32.85	45.54	57.09	36.28	68.38
b2024	NC_000913.3	2095125	2095862	+	738	21.55	11.83	25.33	53.02	26.45	42.76	41.69	36.37	29.57	38.30	27.08	74.25
b2025	NC_000913.3	2095844	2096620	+	777	39.88	28.96	31.03	96.58	38.63	94.65	90.15	55.88	88.10	98.10	76.40	128.70
b2026	NC_000913.3	2096614	2097225	+	612	61.17	28.75	36.22	89.77	46.81	102.12	85.05	45.19	80.22	80.70	64.38	143.08
b2027	NC_000913.3	2097321	2098301	-	981	1738.60	1000.71	1389.47	1160.70	1826.63	1211.56	1529.95	1849.59	1327.28	1569.54	2537.76	1690.11
b2028	NC_000913.3	2098447	2099613	-	1167	102.71	71.31	90.90	69.74	90.01	98.75	93.65	97.18	85.19	86.14	139.61	137.08
b2029	NC_000913.3	2099862	2101268	-	1407	2990.79	1520.42	2505.04	2091.35	2607.41	2361.24	2738.07	2642.15	2485.07	2633.60	3666.11	3447.15
b4571	NC_000913.3	2101396	2103389	-	1994	333.43	171.48	294.39	285.11	338.98	271.35	368.20	298.90	300.12	335.10	493.11	484.68
b2030	NC_000913.3	2101895	2102875	-	981	4.89	2.12	3.42	6.41	7.66	6.68	10.17	8.29	9.30	11.48	10.64	9.15
b2032	NC_000913.3	2103391	2104509	-	1119	455.06	293.23	386.53	461.00	516.25	442.67	523.23	520.67	366.36	550.94	760.06	777.57
b2033	NC_000913.3	2104494	2105084	-	591	329.63	171.73	273.66	289.40	382.95	271.56	335.01	334.43	289.73	337.68	495.15	385.82
b2034	NC_000913.3	2105065	2106057	-	993	406.20	260.36	316.84	380.92	509.20	370.22	511.29	466.03	408.71	536.42	694.40	608.93
b2035	NC_000913.3	2106060	2107226	-	1167	387.36	238.64	324.06	374.64	414.12	375.16	490.12	345.16	360.49	453.72	567.84	557.48
b2036	NC_000913.3	2107226	2108329	-	1104	450.57	356.59	414.24	464.69	529.37	423.18	464.72	447.30	405.14	575.09	675.60	742.42
b2037	NC_000913.3	2108337	2109584	-	1248	452.33	277.18	363.88	417.52	574.54	466.21	694.35	564.19	616.49	682.65	864.86	724.83
b2038	NC_000913.3	2109581	2110138	-	558	252.26	159.75	210.67	246.62	338.32	303.82	436.04	370.17	364.67	374.97	464.15	440.97
b2039	NC_000913.3	2110138	2111019	-	882	631.29	335.18	530.87	590.82	658.66	534.85	840.81	742.83	693.41	857.84	1093.04	888.84
b2040	NC_000913.3	2111077	2111976	-	900	613.43	319.85	445.06	535.93	643.58	507.42	783.01	655.22	682.32	839.42	949.06	714.38
b2041	NC_000913.3	2111976	2113061	-	1086	774.76	413.18	605.66	632.04	848.32	664.72	1032.63	883.94	905.42	1039.92	1183.83	965.85
b2042	NC_000913.3	2113434	2114327	-	894	1164.90	582.26	847.78	582.09	1040.60	602.97	879.88	1130.72	835.88	974.19	1617.34	998.65
b2043	NC_000913.3	2114502	2115896	-	1395	13.45	4.88	12.65	15.82	13.95	15.74	19.08	10.30	23.92	36.13	12.36	22.86
b2044	NC_000913.3	2115907	2117127	-	1221	20.51	6.65	8.52	17.60	17.83	12.03	16.60	7.62	23.20	17.30	23.73	29.98
b2045	NC_000913.3	2117124	2118404	-	1281	23.38	14.24	17.68	20.82	16.10	14.44	19.97	20.21	16.87	22.07	17.20	20.03
b2046	NC_000913.3	2118680	2120158	-	1479	4.53	0.71	4.40	0.62	4.12	2.75	5.92	3.42	4.37	3.79	6.05	4.30
b2047	NC_000913.3	2120160	2121554	-	1395	6.93	1.94	0.34	3.09	4.95	5.07	11.50	6.99	8.43	9.08	7.40	7.30
b2048	NC_000913.3	2121609	2122979	-	1371	7.70	1.93	3.54	5.34	4.46	1.79	8.18	3.73	7.41	10.94	6.49	11.35
b2049	NC_000913.3	2123084	2124520	-	1437	4.00	3.43	8.49	8.42	5.24	11.11	8.39	13.07	8.34	5.76	13.05	15.80
b2050	NC_000913.3	2124523	2125746	-	1224	7.96	5.00	2.19	7.96	6.74	8.83	9.64	8.64	4.16	5.80	12.85	10.37
b2051	NC_000913.3	2125743	2126222	-	480	2.27	5.08	1.10	1.22	1.60	0.65	3.22	2.62	8.92	5.10	8.00	20.25
b2052	NC_000913.3	2126225	2127190	-	966	7.29	5.67	1.58	2.99	4.47	6.21	6.29	6.36	5.80	4.74	5.70	9.39
b2053	NC_000913.3	2127193	2128314	-	1122	6.80	9.36	8.31	7.04	6.13	8.51	9.11	5.64	10.79	10.94	7.43	6.07
b2054	NC_000913.3	2128340	2128888	-	549	7.53	6.62	3.35	1.27	2.80	4.48	2.50	3.08	1.63	2.37	4.78	5.41
b2055	NC_000913.3	2128904	2129650	-	747	9.65	6.45	7.56	13.78	11.49	13.18	11.75	12.22	9.47	9.40	12.49	21.36
b2056	NC_000913.3	2129661	2130878	-	1218	3.11	1.68	3.30	2.25	2.37	2.55	4.16	2.74	4.54	2.84	6.91	2.87
b2057	NC_000913.3	2130853	2132070	-	1218	4.89	2.02	1.02	3.95	5.58	5.25	5.65	5.83	5.58	6.11	6.66	10.10
b2058	NC_000913.3	2132067	2132555	-	489	3.67	0.12	1.25	0.12	1	0.33	3.85	0	1.95	2	3.22	2.37
b2059	NC_000913.3	2132558	2133397	-	840	3.03	1.99	1.54	2.34	1.67	2.75	2.07	4.73	4.39	1.25	3.32	3.49
b2060	NC_000913.3	2133490	2135652	-	2163	13.83	3.76	12.93	18.53	13.36	8.06	12.91	17.56	18.65	17.51	17.20	29.95
b2061	NC_000913.3	2135655	2136098	-	444	1.62	0	1.25	0.80	1.12	2	0.75	0.17	0.83	2.61	2.92	3.50
b2062	NC_000913.3	2136104	2137243	-	1140	1.19	2.02	0.75	2.96	2.97	3.16	4.83	3.56	4.96	2.33	3.74	0.70
b2063	NC_000913.3	2137902	2139485	+	1584	82.95	33.11	57.94	75.45	97.82	66.92	157.04	114.90	154.65	162.01	133.18	112.25
b2064	NC_000913.3	2139759	2141612	-	1854	346.92	175.82	283.85	395.61	300.81	447.13	509.66	318.36	445.08	495.12	427.79	632.08
b2065	NC_000913.3	2141634	2142215	-	582	269.11	164.48	250.32	302.12	301.95	328.01	475.27	346.82	366.55	493.67	436.08	573.35
b2066	NC_000913.3	2142307	2142948	-	642	200.02	101.50	117.83	167.00	268.31	207.01	450.73	281.00	360.08	419.12	424.95	259.34
b2067	NC_000913.3	2143266	2146583	+	3318	57.57	21.38	29.77	161.15	55.48	198.35	96.94	40.24	100.69	84.26	55.87	244.67
b2068	NC_000913.3	2146692	2147540	-	849	19.14	13.83	4.44	27.72	8.70	21.06	16.72	7.13	14.22	12.75	11.92	43.80
b2069	NC_000913.3	2147674	2149026	+	1353	205.65	129.36	202.40	140.62	219.18	148.25	244.07	213.67	186.54	217.61	265.37	223.27
b2070	NC_000913.3	2149039	2150985	-	1947	18.62	7.37	7.92	17.25	17.37	18.86	20.43	13.88	24.01	15.15	22.10	17.20
b2071	NC_000913.3	2151185	2151646	+	462	8.83	1.88	4.50	6.17	3.92	1.95	0.12	5.23	4.89	7.00	3.40	7.78
b2072	NC_000913.3	2151711	2152472	-	762	8.85	3.46	6.83	2.56	7.99	3.72	4.81	7.22	6.96	9.92	18.16	11.65
b2073	NC_000913.3	2152469	2153128	-	660	37.54	27.69	36.48	43.90	35.95	32.85	44.88	51.22	40.62	47.14	58.62	68.01
b4436	NC_000913.3	2153311	2153454	+	144	112.99	50.50	53	117.20	144.75	147.20	142.60	161.35	175.11	202.62	315.72	202.78
b4667	NC_000913.3	2153349	2153408	-	60	33.20	18	17	27	14.50	15	14	19.25	8	12	34.17	19.50
b4437	NC_000913.3	2153646	2153781	+	136	220.37	115.49	172.52	550.40	355.52	541.42	472.51	366.23	510.08	586.49	772.66	640.96
b4668	NC_000913.3	2153681	2153737	-	57	12	5	5	11	5	17.67	3	5	2.50	10.50	6	20
b2074	NC_000913.3	2154016	2155263	+	1248	58.11	38.77	39.63	74.13	70.35	52.16	78.33	78.82	68.11	60.30	93.99	100.40
b2075	NC_000913.3	2155263	2158385	+	3123	66.02	28.72	46.99	54.40	90.64	53.61	85.32	81.18	92.70	89.57	124.85	81.36
b2076	NC_000913.3	2158386	2161463	+	3078	56.20	25.14	53.43	47.56	63.06	63.32	59.38	60.54	86.23	65.04	103.31	70.87
b2077	NC_000913.3	2161464	2162879	+	1416	13.25	9.01	16.58	18.97	22.03	11.78	24.63	24.08	22.91	21.23	36.37	26.40
b2078	NC_000913.3	2162876	2164279	+	1404	21.45	11.35	24.50	22.73	24.48	20.93	24.42	26.88	39.91	35.90	34.17	21.21
b2079	NC_000913.3	2164276	2164998	+	723	63.69	23.51	40.14	57.24	64.35	77.51	99.35	57.56	90.26	88.50	93.36	107.12
b2080	NC_000913.3	2165189	2165521	+	333	10.03	3	18.50	13.32	13	7	7.25	18.17	11.06	14.57	25.20	18.36
b2081	NC_000913.3	2165668	2167029	+	1362	473.88	237.42	342.33	278.35	693.04	372.40	809.68	700.06	755.51	828.98	936.78	483.76
b4438	NC_000913.3	2167114	2167200	+	87	286.00	77.11	82.67	146.69	188.67	180.49	192	176.17	231.60	197.79	310.50	214.81
b2082	NC_000913.3	2167302	2167520	-	219	5.08	1	6.06	9	15.58	14.56	18.50	11	23	20	40.67	12.33
b2083	NC_000913.3	2167602	2167820	-	219	1.25	2	3	1.22	1	3.50	3.08	4.25	1.50	2.12	3.31	2.20
b2085	NC_000913.3	2167989	2168306	-	318	0.67	0.67	1.28	1.77	3.08	0.44	1.82	1.45	3.06	2.26	1.13	1.60
b2086	NC_000913.3	2168712	2169611	+	900	4.61	3	4.07	16.50	4.27	8.43	9.12	8.30	8.05	13.48	12.46	19.65
b4498	NC_000913.3	2169693	2171727	-	2035	31.89	21.04	22.12	34.82	31.21	48.21	63.22	43.23	53.43	52.87	54.47	67.64
b2088	NC_000913.3	2170236	2170535	+	300	13.86	4.96	8.10	5.50	19.34	10.01	15.10	17.49	14.69	16.17	26.50	8.70
b2089	NC_000913.3	2170532	2171398	+	867	35.95	18.17	23.97	15.90	33.58	18.87	24.17	40.74	28.06	30.17	61.24	34.83
b2091	NC_000913.3	2171833	2172873	-	1041	9.20	3.39	5.02	49.54	15.62	64.69	21.61	11.96	19.47	15.42	21.85	69.20
b2092	NC_000913.3	2172921	2174278	-	1358	20.58	6.13	15.43	156.91	37.07	218.13	69.44	46.46	58.34	67.51	60.61	290.98
b2093	NC_000913.3	2174282	2174566	-	285	7.50	4.50	6	86.42	17.25	81.50	32.20	21.50	34	34.10	32.50	118.92
b2094	NC_000913.3	2174597	2175049	-	453	9.22	11.00	14.75	198.28	54.75	193.00	79.96	50.53	106.96	106.17	57.38	287.21
b2095	NC_000913.3	2175059	2176321	-	1263	62.97	31.33	62.08	748.05	194.76	786.88	343.47	165.36	328.93	348.07	248.71	1146.67
b2096	NC_000913.3	2176350	2177204	-	855	91.20	54.58	97.81	784.59	167.62	862.99	313.50	172.03	287.50	323.82	205.60	1373.77
b2097	NC_000913.3	2177512	2178564	-	1053	8.13	2.52	5.77	10.72	6.79	8.57	7.87	10.93	5.68	3.96	7.61	20.84
b2098	NC_000913.3	2178821	2180098	+	1278	9.05	4.92	8.62	12.98	6.30	15.34	11.17	8.86	15.17	14.65	15.55	15.42
b2099	NC_000913.3	2180095	2181099	+	1005	34.30	15.53	24.23	27.10	32.39	35.63	59.43	31.53	42.33	44.51	69.98	45.57
b2100	NC_000913.3	2181096	2182061	+	966	17.73	12.57	15.90	22.70	21.08	23.59	41.76	18.84	19.88	30.35	21.33	69.72
b2101	NC_000913.3	2182035	2182781	-	747	59.93	31.92	38.01	57.10	40.70	65.48	83.12	52.01	72.98	62.98	66.82	116.94
b2102	NC_000913.3	2182833	2183651	-	819	56.86	19.15	33.98	45.92	27.25	61.55	40.75	35.19	49.50	41.75	34.52	80.15
b2103	NC_000913.3	2183716	2184516	-	801	55.20	31.06	44.11	77.34	39.37	77.83	49.52	34.79	56.19	51.83	38.46	98.82
b2104	NC_000913.3	2184513	2185301	-	789	81.72	32.17	43.47	68.82	97.36	76.88	114.12	98.13	119.24	127.59	132.38	143.32
b2105	NC_000913.3	2185524	2185796	-	273	13.02	10.00	15.40	26.64	22.87	18.81	35.94	14.50	23.53	34.12	19.70	46.50
b2106	NC_000913.3	2185917	2186741	+	825	38.38	13.63	44.47	22.62	38.62	17.62	21.24	40.75	26.61	23.97	56.60	27.50
b2107	NC_000913.3	2186960	2187298	+	339	53.98	37.64	52.50	65.56	105.70	67.90	141.71	107.84	144.63	148.67	172.39	95.55
b2108	NC_000913.3	2187380	2188414	-	1035	1.96	2.00	2.22	2.13	3.74	5.36	9.66	6.31	4.99	7.52	9.43	6.32
b2109	NC_000913.3	2188430	2190910	-	2481	9.91	4.92	7.84	10.51	10.54	9.53	16.48	12.65	15.21	16.59	18.29	10.65
b2110	NC_000913.3	2190926	2191645	-	720	1.75	2.08	1.90	3	2.12	1.07	3.17	0.77	3.49	2.90	4.25	2.35
b2111	NC_000913.3	2191680	2192222	-	543	0	0.25	0.61	1.43	0.65	0.53	1.32	1.42	1.72	2.49	1.73	5.22
b2112	NC_000913.3	2192515	2192796	-	282	13.89	2.33	2.03	13.08	16.15	10.37	24.38	23.17	22.50	19.63	30.92	12.33
b2113	NC_000913.3	2193059	2194168	-	1110	351.37	182.70	296.87	422.82	377.79	500.91	660.70	460.40	607.65	569.40	640.16	687.85
b2114	NC_000913.3	2194300	2196333	+	2034	651.88	252.22	420.89	812.98	839.65	946.55	1418.02	818.59	1386.21	1391.00	1169.76	1421.39
b2115	NC_000913.3	2196474	2197298	+	825	8.83	5.52	2.40	4.72	8.84	7.40	10.70	10.38	7.57	14.23	15.83	10.79
b4499	NC_000913.3	2197410	2200269	+	2860	101.46	38.70	58.40	50.69	74.11	91.51	87.07	88.89	87.42	88.64	119.37	96.06
b2118	NC_000913.3	2200279	2203911	+	3633	25.11	20.17	26.78	22.95	35.12	20.02	33.43	30.22	41.97	33.26	40.03	38.70
b4541	NC_000913.3	2203972	2204289	+	318	2.34	1.25	1.62	1.60	4.51	3.68	2.49	5.17	2.94	7.14	5.80	2.00
b2119	NC_000913.3	2204596	2205684	+	1089	4.64	2.35	0.47	2.04	5.26	2.28	12.03	4.88	8.66	8.73	13.97	3.54
b2120	NC_000913.3	2205695	2207974	+	2280	12.94	5.31	8.06	12.94	10.39	8.15	24.41	14.53	19.34	20.50	33.88	13.93
b2121	NC_000913.3	2207967	2209103	+	1137	18.94	5.28	15.53	11.22	19.97	17.67	14.92	12.18	13.89	15.98	18.42	15.31
b2122	NC_000913.3	2209100	2210944	+	1845	12.06	7.25	9.19	10.07	15.29	8.35	10.53	15.90	11.51	10.99	13.73	15.86
b2123	NC_000913.3	2211225	2211686	+	462	5.50	0.93	0.31	6.86	10.81	7.38	3.02	1.67	11.86	9.89	6.33	8.20
b2124	NC_000913.3	2211726	2212196	-	471	145.16	73	106.32	150.65	143.12	176.58	188.11	160.58	213.99	200.90	197.98	300.81
b2125	NC_000913.3	2212243	2212962	-	720	22.99	7.76	23.61	46.14	24.50	40.51	48.64	27.65	55.87	59.85	49.96	66.72
b2126	NC_000913.3	2212959	2214644	-	1686	16.60	9.44	14.37	52.88	32.46	62.04	66.32	42.72	60.81	60.01	37.56	89.36
b2127	NC_000913.3	2214866	2215597	+	732	3.94	2.83	8.26	7.42	15.92	9.50	22.25	22.22	24.20	24.93	30.27	19.21
b4542	NC_000913.3	2215657	2215764	+	108	26.17	16.20	18.29	125.25	11	104.96	40.83	13	39.92	30.20	18.37	168.99
b2128	NC_000913.3	2215745	2216476	-	732	4.21	1.62	1	4.88	5.33	7.26	7.28	3.95	6.62	0.50	3.90	9.26
b2129	NC_000913.3	2216481	2217407	-	927	5.85	3.34	4.93	7.13	6.64	8.55	1.24	7.08	10.07	9.38	5.39	7.91
b2130	NC_000913.3	2217400	2218557	-	1158	4.56	7.18	3.06	7.62	3.14	9.52	4.54	3.45	12.48	7.22	8.01	14.58
b2131	NC_000913.3	2218564	2219481	-	918	28.52	16.07	17.92	48.46	24.19	56.54	46.79	31.27	59.94	53.37	44.49	64.19
b2132	NC_000913.3	2219692	2221989	-	2298	133.67	80.28	93.57	307.03	170.02	299.08	391.59	165.92	365.93	345.46	203.51	476.65
b2133	NC_000913.3	2222185	2223900	+	1716	204.07	107.72	170.63	417.07	125.78	432.71	165.63	127.83	177.97	186.00	203.83	628.84
b2134	NC_000913.3	2223938	2224870	-	933	134.40	79.29	114.23	88.84	201.33	116.84	212.21	199.18	209.39	225.21	283.32	149.82
b2135	NC_000913.3	2225044	2225631	-	588	6.00	3.53	8.50	5.99	2.80	2.24	5.26	3.07	6.86	4.37	7.21	8.95
b2136	NC_000913.3	2225801	2226379	+	579	24.88	12.31	20.50	48.79	26.02	51.21	37.67	22.01	51.39	34.31	26.97	82.92
b2137	NC_000913.3	2226509	2227270	-	762	1.02	2.57	2.94	1.61	5.25	4.93	3.40	3.07	4.88	6.09	4.35	2.07
b2139	NC_000913.3	2227323	2228758	-	1436	3.90	3.15	1.49	6.41	9.43	3.82	10.34	9.53	8.28	7.67	12.04	11.12
b4679	NC_000913.3	2228982	2229065	+	84	1.58	0	0	0.25	0	0	3.00	0	1.20	1.25	0	0.17
b2140	NC_000913.3	2229438	2230385	-	948	32.88	26.89	30.87	43.10	72.06	32.40	64.74	85.38	83.20	83.97	115.06	51.48
b2141	NC_000913.3	2230624	2231022	+	399	14.92	5.17	15.50	22.20	15.70	13.20	35.42	22.50	31.38	36.70	35.25	26.33
b2142	NC_000913.3	2231019	2231714	+	696	22.29	12.62	19.89	21.90	33.61	24.83	55.28	34.08	38.95	53.68	60.97	35.36
b2143	NC_000913.3	2231844	2232728	+	885	75.00	37.33	65.20	280.74	124.81	293.67	179.58	141.54	194.43	188.03	176.36	430.94
b2144	NC_000913.3	2232878	2233597	+	720	29.84	27.70	38.00	73.11	129.85	72.51	165.74	97.67	168.43	193.34	183.96	89.24
b2145	NC_000913.3	2233600	2233839	+	240	8.15	3.33	7	17.25	28.25	22.56	44	38	40.50	45.33	36.64	25
b2146	NC_000913.3	2234033	2235271	+	1239	7.08	7.11	9.46	13.72	12.14	11.63	25.06	10.24	14.87	19.90	18.86	13.05
b2147	NC_000913.3	2235265	2236500	+	1236	30.20	11.66	39.97	43.62	13.04	35.97	14.94	17.83	509.80	18.27	16.25	83.53
b2148	NC_000913.3	2236743	2237753	-	1011	7.58	9.91	8.98	22.80	10.27	18.49	13.20	17.71	13.85	13.74	27.13	33.90
b2149	NC_000913.3	2237769	2239289	-	1521	12.16	9.42	15.55	36.62	18.48	30.44	11.97	16.07	15.87	16.81	38.69	61.53
b2150	NC_000913.3	2239350	2240348	-	999	34.58	40.25	53.20	134.70	24.02	112.82	18.93	32.20	17.35	16.50	32.62	208.75
b2151	NC_000913.3	2240628	2241668	-	1041	9.72	7.67	13.03	55.15	10.51	63.64	15.97	12.62	11.50	20.50	15.79	89.33
b2152	NC_000913.3	2241810	2242967	-	1158	152.64	78.72	109.17	195.09	90.57	229.39	189.81	101.61	196.46	214.60	163.39	343.24
b2153	NC_000913.3	2242984	2243652	-	669	199.75	89.50	126.46	287.82	129.64	304.30	239.70	140.79	277.50	293.25	169.31	480.53
b2154	NC_000913.3	2243910	2244746	+	837	76.53	39.45	53.70	113.39	68.45	85.36	52.14	38.39	40.62	54.75	66.10	162.17
b2155	NC_000913.3	2244778	2246769	-	1992	246.64	148.30	181.57	192.91	113.23	193.41	174.63	111.30	115.56	169.45	154.13	257.07
b2156	NC_000913.3	2247063	2248532	-	1470	311.49	145.93	230.30	309.27	422.54	332.52	799.38	455.61	682.15	707.76	720.58	486.04
b2157	NC_000913.3	2248737	2249618	-	882	59.06	27.58	44.43	93.55	50.88	108.03	78.98	45.16	110.36	75.43	71.71	129.10
b2158	NC_000913.3	2249717	2250766	+	1050	46.34	26.17	37.25	81.02	43.85	61.20	88.78	54.89	68.64	56.46	66.41	84.55
b2159	NC_000913.3	2250840	2251697	+	858	96.56	61.50	99.73	86.34	135.97	92.51	128.14	143.33	138.03	127.16	172.03	144.24
b2160	NC_000913.3	2251700	2252788	+	1089	89.61	37.11	63.42	90.44	82.73	80.61	78.91	80.72	67.67	105.76	146.61	114.85
b2161	NC_000913.3	2252895	2254145	-	1251	4.05	5.22	7.12	4.72	3.59	5.93	6.87	6.85	5.14	6.44	6.25	6.41
b2162	NC_000913.3	2254245	2255186	-	942	2.90	0.55	2.47	4.01	4.91	4.06	3.05	2.51	6.82	7.03	9.86	2.69
b2163	NC_000913.3	2255355	2256014	+	660	0.22	0.25	0.50	2.60	4.37	1.62	2.92	1.75	3.37	3.17	3.90	5.26
b2164	NC_000913.3	2256085	2257335	-	1251	10.60	7.35	11.49	18.28	13.99	15.89	15.16	17.77	18.75	10.24	24.43	28.52
b2165	NC_000913.3	2257429	2258367	-	939	7.34	2.96	4.20	1.22	5.99	3.24	5.68	1.71	6.33	5.03	11.45	7.52
b2166	NC_000913.3	2258355	2259296	-	942	1.87	0.24	2.04	0.94	1.80	1.45	9.50	1.58	3.17	6.33	2.78	2.75
b2167	NC_000913.3	2259719	2261410	-	1692	1075.01	528.48	1026.99	131.37	334.61	133.10	761.72	363.26	628.76	667.37	473.47	143.23
b2168	NC_000913.3	2261427	2262365	-	939	684.73	343.28	583.30	26.67	202.37	33.95	448.40	194.01	403.91	396.78	252.45	24.78
b2169	NC_000913.3	2262365	2263495	-	1131	933.63	547.06	924.98	35.96	313.46	24.85	693.10	345.14	644.11	619.86	420.31	33.31
b2170	NC_000913.3	2263863	2265044	+	1182	15.01	16.47	13.92	29.92	26.64	30.16	32.20	21.58	39.05	31.58	23.14	43.53
